age,job,contact,food,beverage,number_yoy,favorite_continent,prev_destination,season,destination,member,period,transport,budget
25,engineer,email,Croissant Sandwich,Kiwi,24,North America,Hawaii of USA,autumn,Singapore,2,2,plane,400000
25,engineer,email,Gelato,Kiwi,9,North America,Hawaii of USA,spring,Vancouver,3,2,plane,2999579
25,engineer,phone,Gelato,Kiwi,24,North America,Hawaii of USA,spring,null,1,1,plane,500000
25,model,letter,Som Tom,Kiwi,1,North America,Hawaii of USA,summer,Sydney,1,5,bicycle,500000
25,engineer,letter,kimchi,Kiwi,10,North America,Hawaii of USA,autumn,Singapore,1,2,plane,500000
25,nurse,email,null,Kiwi,3,North America,Hawaii of USA,autumn,Ho Chi Minh,1,4,plane,500000
25,nurse,phone,Pad Thai,Kiwi,33,North America,Hawaii of USA,autumn,Prague,2,2,plane,400000
25,auther,email,nasi goreng,Mango,17,North America,Hawaii of USA,fall,Paris,2,3,bicycle,400000
25,baker,email,Beijing duck,Mango,23,North America,Hawaii of USA,fall,London,2,2,bicycle,400000
25,baker,phone,Gelato,Mango,9,North America,Hawaii of USA,summer,Vancouver,3,3,bicycle,2999843
25,bank clerk,phone,lasagne,Mango,7,North America,Hawaii of USA,autumn,London,2,2,plane,400000
25,bank clerk,letter,rendang,Mango,6,North America,Hawaii of USA,autumn,Paris,1,6,bicycle,500000
25,bank clerk,phone,sushi,Mango,29,North America,Hawaii of USA,summer,Paris,3,2,bicycle,2999759
25,bank clerk,letter,tomyumgoong,Mango,3,North America,Hawaii of USA,autumn,Hong Kong,1,5,plane,500000
25,bank clerk,letter,Chicken Rice,Mango,10,North America,Hawaii of USA,autumn,Prague,2,25,bicycle,400000
25,bank clerk,phone,Pad Thai,Mango,7,North America,Hawaii of USA,summer,Prague,3,5,ship,2999633
25,bank clerk,letter,rendang,Mango,1,North America,Hawaii of USA,spring,Sydney,2,4,plane,400000
25,bank clerk,email,Rice Noodles,Mango,29,North America,Hawaii of USA,summer,Jeju,1,1,ship,500000
25,bank clerk,phone,sushi,Mango,12,North America,Hawaii of USA,spring,Hong Kong,1,3,plane,500000
25,bank clerk,email,Beijing duck,Mango,7,North America,Hawaii of USA,summer,Sydney,1,1,bicycle,500000
25,bank clerk,email,bulgogi,Mango,30,North America,Hawaii of USA,spring,null,1,2,bicycle,500000
25,bank clerk,email,Croissant Sandwich,Mango,1,North America,Hawaii of USA,summer,Ho Chi Minh,3,2,walking,2999543
25,bank clerk,email,null,Mango,17,North America,Hawaii of USA,spring,Ho Chi Minh,3,5,plane,2999639
25,dentist,phone,ice cream,Mango,2,North America,Hawaii of USA,autumn,London,1,4,bicycle,500000
25,dentist,phone,ice cream,Mango,30,North America,Hawaii of USA,spring,Prague,2,4,plane,400000
25,designer,phone,ramen,Mango,24,North America,Hawaii of USA,autumn,null,2,3,plane,400000
25,designer,email,satay,Mango,3,North America,Hawaii of USA,summer,Hong Kong,2,1,ship,2999946
25,doctor,phone,Beijing duck,Mango,24,North America,Hawaii of USA,fall,Paris,3,2,plane,2999723
25,doctor,email,bulgogi,Mango,18,North America,Hawaii of USA,summer,null,2,1,ship,400000
25,doctor,phone,Croissant Sandwich,Mango,3,North America,Hawaii of USA,fall,Jeju,1,3,plane,500000
25,engineer,email,Fish and Chips,Mango,10,North America,Hawaii of USA,spring,Hong Kong,1,3,bicycle,500000
25,engineer,letter,ice cream,Mango,7,North America,Hawaii of USA,fall,null,2,4,walking,400000
25,engineer,phone,nasi goreng,Mango,18,North America,Hawaii of USA,spring,Hawaii,1,2,bicycle,500000
25,farmer,phone,bulgogi,Mango,2,North America,Hawaii of USA,summer,Vancouver,2,3,plane,290000
25,farmer,letter,kimchi,Mango,33,North America,Hawaii of USA,summer,Singapore,2,2,ship,400000
25,farmer,email,satay,Mango,10,North America,Hawaii of USA,autumn,New York,2,3,bicycle,290000
25,firefighter,phone,Chicken Rice,Mango,2,North America,Hawaii of USA,summer,Hong Kong,1,6,bicycle,500000
25,engineer,email,kimchi,Mango,5,North America,Hawaii of USA,summer,Sydney,2,3,plane,290000
25,firefighter,email,Rice Noodles,Mango,9,North America,Hawaii of USA,summer,Tokyo,1,2,bicycle,500000
25,firefighter,phone,Rice Noodles,Mango,10,North America,Hawaii of USA,spring,LA,2,4,walking,400000
25,fisherman,email,bulgogi,Mango,9,North America,Hawaii of USA,autumn,LA,8,4,plane,2999968
25,fisherman,phone,lasagne,Mango,9,North America,Hawaii of USA,autumn,LA,1,5,plane,500000
25,fisherman,email,nasi goreng,Mango,4,North America,Hawaii of USA,spring,Prague,2,5,plane,400000
25,fisherman,email,null,Mango,10,North America,Hawaii of USA,fall,Hong Kong,1,6,plane,500000
25,fisherman,letter,tomyumgoong,Mango,3,North America,Hawaii of USA,fall,Ho Chi Minh,1,1,bicycle,500000
25,lawyer,email,Pad Thai,Mango,33,North America,Hawaii of USA,summer,Vancouver,2,3,plane,400000
25,lawyer,email,Som Tom,Mango,2,North America,Hawaii of USA,summer,Vancouver,2,24,walking,2999932
25,lawyer,letter,tomyumgoong,Mango,30,North America,Hawaii of USA,fall,Paris,2,4,walking,400000
25,model,email,bulgogi,Mango,1,North America,Hawaii of USA,summer,Tokyo,1,3,walking,500000
25,engineer,letter,Gelato,Mango,20,North America,Hawaii of USA,summer,Vancouver,1,4,walking,500000
25,model,letter,null,Mango,10,North America,Hawaii of USA,spring,Vancouver,2,2,plane,400000
25,engineer,email,lasagne,Mango,20,North America,Hawaii of USA,summer,LA,1,1,ship,500000
25,nurse,phone,Pad Thai,Mango,23,North America,Hawaii of USA,fall,Hong Kong,2,4,plane,400000
25,auther,letter,Gelato,Orange,5,North America,Hawaii of USA,autumn,Tokyo,2,4,plane,400000
25,auther,email,ice cream,Orange,20,North America,Hawaii of USA,summer,Sydney,1,1,walking,500000
25,baker,email,rendang,Orange,30,North America,Hawaii of USA,spring,Jeju,1,6,bicycle,500000
25,bank clerk,letter,Gelato,Orange,24,North America,Hawaii of USA,summer,London,1,6,bicycle,500000
25,bank clerk,email,ice cream,Orange,4,North America,Hawaii of USA,summer,Sydney,1,1,bicycle,500000
25,bank clerk,phone,ice cream,Orange,19,North America,Hawaii of USA,fall,Paris,1,2,plane,500000
25,bank clerk,email,kimchi,Orange,4,North America,Hawaii of USA,fall,Hong Kong,3,2,bicycle,2999939
25,bank clerk,letter,nasi goreng,Orange,4,North America,Hawaii of USA,summer,LA,1,4,walking,500000
25,bank clerk,phone,satay,Orange,8,North America,Hawaii of USA,fall,Jeju,2,4,plane,2999987
25,bank clerk,email,sushi,Orange,1,North America,Hawaii of USA,autumn,Ho Chi Minh,2,4,bicycle,400000
25,dentist,email,Gelato,Orange,1,North America,Hawaii of USA,summer,Tokyo,1,1,plane,500000
25,designer,email,ramen,Orange,6,North America,Hawaii of USA,spring,New York,1,2,plane,500000
25,designer,letter,Fish and Chips,Orange,19,North America,Hawaii of USA,spring,Sydney,2,5,plane,400000
25,designer,letter,Gelato,Orange,8,North America,Hawaii of USA,fall,Jeju,1,3,plane,500000
25,designer,phone,nasi goreng,Orange,19,North America,Hawaii of USA,fall,Jeju,2,4,plane,400000
25,doctor,phone,Gelato,Orange,20,North America,Hawaii of USA,spring,Prague,1,3,walking,500000
25,doctor,phone,kimchi,Orange,6,North America,Hawaii of USA,fall,null,2,4,bicycle,290000
25,doctor,phone,nasi goreng,Orange,10,North America,Hawaii of USA,spring,Paris,1,5,bicycle,500000
25,doctor,letter,null,Orange,8,North America,Hawaii of USA,summer,Hong Kong,1,1,plane,500000
25,driver,letter,Chicken Rice,Orange,9,North America,Hawaii of USA,summer,Paris,8,3,ship,2999968
25,driver,email,Gelato,Orange,20,North America,Hawaii of USA,winter,Singapore,1,1,bicycle,500000
25,driver,letter,ice cream,Orange,24,North America,Hawaii of USA,summer,London,1,5,plane,500000
25,engineer,letter,Fish and Chips,Orange,6,North America,Hawaii of USA,fall,London,2,4,walking,400000
25,engineer,letter,Rice Noodles,Orange,2,North America,Hawaii of USA,summer,New York,1,5,plane,500000
25,farmer,phone,Rice Noodles,Orange,2,North America,Hawaii of USA,autumn,Singapore,1,4,plane,500000
25,farmer,letter,tomyumgoong,Orange,6,North America,Hawaii of USA,autumn,Hawaii,1,4,bicycle,500000
25,firefighter,letter,kimchi,Orange,18,North America,Hawaii of USA,summer,Prague,1,2,bicycle,500000
25,firefighter,letter,Som Tom,Orange,1,North America,Hawaii of USA,summer,null,1,1,walking,500000
25,engineer,email,Croissant Sandwich,Orange,6,North America,Hawaii of USA,spring,Hong Kong,1,2,plane,500000
25,engineer,letter,Fish and Chips,Orange,7,North America,Hawaii of USA,summer,null,1,1,ship,500000
25,engineer,phone,Gelato,Orange,20,North America,Hawaii of USA,spring,null,2,2,bicycle,400000
25,fisherman,letter,rendang,Orange,16,North America,Hawaii of USA,spring,Tokyo,4,3,bicycle,2999788
25,fisherman,phone,satay,Orange,4,North America,Hawaii of USA,autumn,Hawaii,1,6,plane,500000
25,lawyer,letter,Croissant Sandwich,Orange,6,North America,Hawaii of USA,spring,Sydney,3,5,walking,2999819
25,lawyer,email,Fish and Chips,Orange,6,North America,Hawaii of USA,summer,Tokyo,1,1,ship,500000
25,lawyer,phone,Rice Noodles,Orange,4,North America,Hawaii of USA,summer,Tokyo,8,18,walking,2999968
25,lawyer,email,tomyumgoong,Orange,16,North America,Hawaii of USA,summer,null,2,2,plane,400000
25,model,phone,bulgogi,Orange,2,North America,Hawaii of USA,summer,Prague,2,1,walking,290000
25,model,letter,lasagne,Orange,19,North America,Hawaii of USA,spring,Sydney,3,5,plane,2999669
25,nurse,email,Pad Thai,Orange,10,North America,Hawaii of USA,summer,Tokyo,2,2,walking,290000
25,nurse,phone,sushi,Orange,24,North America,Hawaii of USA,summer,Hong Kong,1,1,bicycle,500000
25,auther,phone,lasagne,Orange,2,North America,Hawaii of USA,spring,Paris,1,2,plane,500000
25,baker,letter,kimchi,Orange,4,North America,Hawaii of USA,spring,Singapore,4,4,plane,2999848
25,baker,letter,kimchi,Orange,9,North America,Hawaii of USA,autumn,null,2,4,plane,600000
25,bank clerk,phone,bulgogi,Orange,9,North America,Hawaii of USA,summer,Hong Kong,3,5,ship,2999813
25,bank clerk,email,Croissant Sandwich,Orange,7,North America,Hawaii of USA,winter,Singapore,4,2,plane,2999938
25,bank clerk,phone,ice cream,Orange,29,North America,Hawaii of USA,summer,Ho Chi Minh,1,1,ship,500000
25,bank clerk,email,satay,Orange,2,North America,Hawaii of USA,summer,Singapore,1,1,bicycle,500000
25,bank clerk,letter,satay,Orange,7,North America,Hawaii of USA,summer,Singapore,3,6,bicycle,2999845
25,bank clerk,letter,Som Tom,Orange,4,North America,Hawaii of USA,autumn,LA,2,3,plane,600000
25,bank clerk,email,Chicken Rice,Orange,4,North America,Hawaii of USA,autumn,Prague,8,6,bicycle,2999968
25,bank clerk,letter,Fish and Chips,Orange,6,North America,Hawaii of USA,summer,Sydney,2,6,plane,400000
25,bank clerk,phone,Gelato,Orange,19,North America,Hawaii of USA,autumn,Sydney,1,5,bicycle,500000
25,bank clerk,phone,ice cream,Orange,16,North America,Hawaii of USA,winter,LA,1,1,plane,500000
25,bank clerk,letter,kimchi,Orange,8,North America,Hawaii of USA,autumn,Prague,3,4,plane,2999994
25,bank clerk,phone,kimchi,Orange,5,North America,Hawaii of USA,winter,LA,1,2,walking,500000
25,bank clerk,email,null,Orange,3,North America,Hawaii of USA,summer,Paris,1,5,plane,500000
25,bank clerk,email,null,Orange,8,North America,Hawaii of USA,winter,null,1,2,plane,500000
25,bank clerk,email,Som Tom,Orange,10,North America,Hawaii of USA,spring,Prague,1,1,plane,500000
25,bank clerk,email,Pad Thai,Orange,10,North America,Hawaii of USA,winter,Vancouver,3,1,bicycle,2999873
25,bank clerk,email,ramen,Orange,1,North America,Hawaii of USA,summer,LA,1,1,plane,500000
25,bank clerk,letter,rendang,Orange,7,North America,Hawaii of USA,summer,London,1,6,ship,500000
25,dentist,letter,bulgogi,Orange,20,North America,Hawaii of USA,winter,Hong Kong,2,2,walking,400000
25,dentist,letter,Fish and Chips,Orange,4,North America,Hawaii of USA,summer,null,1,5,bicycle,500000
25,dentist,phone,lasagne,Orange,23,North America,Hawaii of USA,spring,Ho Chi Minh,1,4,plane,500000
25,designer,email,Fish and Chips,Orange,10,North America,Hawaii of USA,winter,Hawaii,2,1,plane,400000
25,designer,letter,ice cream,Orange,33,North America,Hawaii of USA,spring,Sydney,2,3,plane,400000
25,doctor,phone,kimchi,Orange,19,North America,Hawaii of USA,autumn,Jeju,3,3,bicycle,2999663
25,driver,letter,rendang,Orange,6,North America,Hawaii of USA,autumn,Hawaii,1,19,bicycle,500000
25,driver,email,bulgogi,Orange,5,North America,Hawaii of USA,autumn,Prague,1,2,plane,500000
25,driver,email,Gelato,Orange,7,North America,Hawaii of USA,spring,Vancouver,1,5,plane,500000
25,driver,email,null,Orange,26,Asia,Hawaii of USA,summer,Hawaii,1,1,ship,500000
25,driver,phone,rendang,Strawberry,9,North America,Hawaii of USA,summer,Ho Chi Minh,1,2,plane,500000
25,driver,letter,rendang,Strawberry,24,North America,Hawaii of USA,spring,Ho Chi Minh,1,2,plane,500000
25,driver,letter,tomyumgoong,Strawberry,7,North America,Hawaii of USA,summer,Hawaii,1,1,ship,500000
25,engineer,letter,null,Strawberry,17,North America,Hawaii of USA,summer,Prague,1,6,walking,500000
25,engineer,letter,sushi,Strawberry,10,North America,Hawaii of USA,autumn,Sydney,3,5,plane,2999755
25,farmer,letter,bulgogi,Strawberry,1,North America,Hawaii of USA,spring,London,1,5,plane,500000
25,firefighter,phone,Chicken Rice,Strawberry,23,North America,Hawaii of USA,summer,Paris,1,3,plane,500000
25,engineer,letter,Fish and Chips,Strawberry,4,North America,Hawaii of USA,spring,null,1,2,plane,500000
25,firefighter,email,lasagne,Strawberry,7,North America,Hawaii of USA,winter,Jeju,1,4,plane,500000
25,firefighter,email,Pad Thai,Strawberry,20,North America,Hawaii of USA,winter,Tokyo,1,2,plane,500000
25,firefighter,letter,Rice Noodles,Strawberry,8,North America,Hawaii of USA,winter,Ho Chi Minh,2,2,plane,400000
25,engineer,letter,ice cream,Strawberry,19,North America,Hawaii of USA,spring,New York,2,4,plane,400000
25,fisherman,email,lasagne,Strawberry,2,North America,Hawaii of USA,summer,Vancouver,2,1,plane,290000
25,fisherman,phone,nasi goreng,Strawberry,4,North America,Hawaii of USA,autumn,Hong Kong,2,4,plane,400000
25,fisherman,email,Som Tom,Strawberry,30,North America,Hawaii of USA,summer,Prague,1,3,ship,500000
25,lawyer,letter,Fish and Chips,Strawberry,2,North America,Hawaii of USA,spring,LA,2,4,plane,290000
25,lawyer,letter,Fish and Chips,Strawberry,1,North America,Hawaii of USA,autumn,Hawaii,1,5,plane,500000
25,engineer,phone,lasagne,Strawberry,20,North America,Hawaii of USA,spring,Paris,3,5,plane,2999849
25,lawyer,email,Pad Thai,Strawberry,1,North America,Hawaii of USA,spring,Jeju,1,3,bicycle,500000
25,lawyer,letter,sushi,Strawberry,9,North America,Hawaii of USA,winter,Vancouver,2,2,plane,2999924
25,lawyer,email,sushi,Strawberry,8,North America,Hawaii of USA,summer,Prague,2,4,walking,400000
25,engineer,phone,Fish and Chips,Strawberry,1,North America,Hawaii of USA,spring,Ho Chi Minh,1,26,plane,500000
25,engineer,phone,Gelato,Strawberry,4,North America,Hawaii of USA,winter,London,4,1,plane,2999698
25,engineer,email,Gelato,Strawberry,19,North America,Hawaii of USA,summer,Prague,3,19,ship,2999665
25,engineer,letter,Gelato,Strawberry,10,North America,Hawaii of USA,summer,Prague,1,1,ship,500000
25,model,email,nasi goreng,Strawberry,16,North America,Hawaii of USA,summer,Hawaii,1,5,walking,500000
25,model,phone,satay,Strawberry,4,North America,Hawaii of USA,winter,Tokyo,2,1,walking,400000
25,nurse,phone,Croissant Sandwich,Strawberry,2,North America,Hawaii of USA,spring,Ho Chi Minh,1,4,plane,500000
25,nurse,letter,Croissant Sandwich,Strawberry,20,North America,Hawaii of USA,summer,Vancouver,1,1,ship,500000
25,nurse,phone,Fish and Chips,Strawberry,23,North America,Hawaii of USA,winter,Sydney,2,5,walking,400000
25,engineer,email,kimchi,Strawberry,9,North America,Hawaii of USA,autumn,null,2,3,plane,400000
25,engineer,letter,kimchi,Strawberry,17,North America,Hawaii of USA,autumn,Ho Chi Minh,1,4,plane,500000
25,engineer,phone,lasagne,Strawberry,4,North America,Hawaii of USA,winter,Hong Kong,1,2,plane,500000
25,engineer,letter,nasi goreng,Strawberry,16,North America,Hawaii of USA,autumn,Hawaii,2,2,plane,400000
25,nurse,letter,Som Tom,Strawberry,20,North America,Hawaii of USA,summer,Hong Kong,2,1,bicycle,400000
25,nurse,phone,tomyumgoong,Strawberry,1,North America,Hawaii of USA,spring,Singapore,2,4,bicycle,2999926
25,auther,letter,kimchi,Tomato,7,North America,Hawaii of USA,summer,Hawaii,3,3,walking,2999879
25,auther,phone,tomyumgoong,Tomato,17,North America,Hawaii of USA,summer,Sydney,1,5,walking,500000
25,bank clerk,letter,null,Tomato,1,North America,Hawaii of USA,summer,Paris,1,2,walking,500000
25,bank clerk,phone,Gelato,Tomato,2,North America,Hawaii of USA,spring,null,1,2,walking,500000
25,bank clerk,email,rendang,Tomato,6,North America,Hawaii of USA,summer,Ho Chi Minh,2,2,walking,400000
25,designer,phone,tomyumgoong,Tomato,20,North America,Hawaii of USA,spring,Vancouver,2,6,walking,290000
25,firefighter,email,nasi goreng,Tomato,1,North America,Hawaii of USA,summer,null,1,1,walking,500000
25,firefighter,phone,null,Tomato,20,North America,Hawaii of USA,summer,Hawaii,3,5,walking,2999990
25,fisherman,email,ramen,Tomato,9,North America,Hawaii of USA,summer,Prague,2,1,walking,400000
25,lawyer,email,bulgogi,Tomato,1,North America,Hawaii of USA,summer,Tokyo,2,3,walking,400000
25,engineer,letter,ice cream,Tomato,4,North America,Hawaii of USA,summer,Hawaii,1,1,walking,500000
25,auther,phone,Croissant Sandwich,Watermelon,7,North America,Hawaii of USA,summer,Tokyo,1,4,plane,500000
25,auther,email,nasi goreng,Watermelon,1,North America,Hawaii of USA,summer,Ho Chi Minh,1,30,bicycle,500000
25,auther,letter,ramen,Watermelon,18,North America,Hawaii of USA,summer,Ho Chi Minh,2,2,bicycle,400000
25,baker,phone,Fish and Chips,Watermelon,29,North America,Hawaii of USA,spring,Hong Kong,1,4,plane,500000
25,baker,phone,nasi goreng,Watermelon,7,North America,Hawaii of USA,spring,Vancouver,1,4,plane,500000
25,baker,phone,rendang,Watermelon,2,North America,Hawaii of USA,spring,LA,2,1,plane,400000
25,baker,letter,tomyumgoong,Watermelon,7,North America,Hawaii of USA,summer,Ho Chi Minh,2,3,plane,290000
25,bank clerk,letter,ice cream,Watermelon,29,North America,Hawaii of USA,autumn,Singapore,1,2,plane,500000
25,bank clerk,letter,lasagne,Watermelon,29,North America,Hawaii of USA,spring,Jeju,1,2,plane,500000
25,bank clerk,letter,green curry,Watermelon,2,North America,Hawaii of USA,winter,Jeju,1,4,bicycle,500000
25,bank clerk,phone,lasagne,Watermelon,18,North America,Hawaii of USA,autumn,LA,1,2,plane,500000
25,bank clerk,letter,nasi goreng,Watermelon,9,North America,Hawaii of USA,summer,Vancouver,1,2,bicycle,500000
25,dentist,phone,Croissant Sandwich,Watermelon,20,North America,Hawaii of USA,summer,LA,2,1,plane,400000
25,designer,letter,tomyumgoong,Watermelon,9,North America,Hawaii of USA,summer,null,1,1,bicycle,500000
25,designer,letter,bulgogi,Watermelon,2,North America,Hawaii of USA,spring,Tokyo,1,5,plane,500000
25,designer,email,rendang,Watermelon,6,North America,Hawaii of USA,spring,Ho Chi Minh,2,5,bicycle,600000
25,designer,letter,Rice Noodles,Watermelon,10,North America,Hawaii of USA,autumn,Vancouver,1,5,plane,500000
25,driver,email,ramen,Watermelon,7,North America,Hawaii of USA,spring,Singapore,4,2,walking,2999578
25,driver,email,Fish and Chips,Watermelon,7,North America,Hawaii of USA,winter,Tokyo,2,1,bicycle,2999944
25,driver,email,Gelato,Watermelon,3,North America,Hawaii of USA,winter,Hawaii,2,6,walking,2999978
25,driver,phone,Pad Thai,Watermelon,6,North America,Hawaii of USA,summer,Paris,2,4,plane,400000
25,engineer,phone,Croissant Sandwich,Watermelon,8,North America,Hawaii of USA,winter,Sydney,1,3,plane,500000
25,engineer,email,Fish and Chips,Watermelon,6,North America,Hawaii of USA,autumn,LA,4,4,bicycle,2999818
25,farmer,email,bulgogi,Watermelon,10,North America,Hawaii of USA,winter,London,1,3,walking,500000
25,farmer,phone,kimchi,Watermelon,18,North America,Hawaii of USA,winter,Vancouver,1,2,plane,500000
25,farmer,letter,Pad Thai,Watermelon,8,North America,Hawaii of USA,winter,New York,1,4,walking,500000
25,farmer,email,tomyumgoong,Watermelon,30,North America,Hawaii of USA,winter,Prague,4,1,ship,2999908
25,firefighter,email,null,Watermelon,16,North America,Hawaii of USA,summer,New York,1,4,bicycle,500000
25,firefighter,letter,ramen,Watermelon,6,North America,Hawaii of USA,spring,null,1,3,plane,500000
25,firefighter,letter,Rice Noodles,Watermelon,24,North America,Hawaii of USA,autumn,Jeju,2,2,plane,400000
25,fisherman,email,nasi goreng,Watermelon,6,North America,Hawaii of USA,spring,Paris,2,4,plane,2999981
25,lawyer,letter,Chicken Rice,Watermelon,6,North America,Hawaii of USA,summer,LA,3,1,plane,2999549
25,lawyer,phone,null,Watermelon,8,North America,Hawaii of USA,winter,Tokyo,1,4,plane,500000
25,lawyer,email,sushi,Watermelon,24,North America,Hawaii of USA,winter,null,3,1,plane,2999725
25,model,phone,bulgogi,Watermelon,6,North America,Hawaii of USA,autumn,Singapore,8,15,plane,2999968
25,engineer,email,ice cream,Watermelon,29,North America,Hawaii of USA,summer,LA,1,1,bicycle,500000
25,engineer,phone,kimchi,Watermelon,2,North America,Hawaii of USA,winter,Hong Kong,2,1,bicycle,600000
25,nurse,email,ramen,Watermelon,2,North America,Hawaii of USA,summer,LA,1,4,bicycle,500000
25,nurse,letter,tomyumgoong,Watermelon,20,North America,Hawaii of USA,summer,Sydney,2,1,bicycle,400000
25,nurse,phone,tomyumgoong,Watermelon,10,North America,Hawaii of USA,summer,LA,1,1,plane,500000
26,baker,phone,ramen,Apple,7,North America,Hawaii of USA,spring,New York,1,6,plane,500000
26,baker,letter,tomyumgoong,Apple,11,North America,Hawaii of USA,spring,null,1,6,bicycle,500000
26,bank clerk,letter,Fish and Chips,Apple,11,North America,Hawaii of USA,summer,Tokyo,2,4,ship,2999117
26,bank clerk,phone,ice cream,Apple,1,North America,Hawaii of USA,fall,Jeju,1,1,plane,500000
26,bank clerk,letter,kimchi,Apple,2,North America,Hawaii of USA,fall,Hawaii,8,3,plane,2999968
26,dentist,email,bulgogi,Apple,5,North America,Hawaii of USA,summer,Jeju,1,1,ship,500000
26,dentist,email,kimchi,Apple,3,North America,Hawaii of USA,summer,Tokyo,1,4,bicycle,500000
26,designer,letter,satay,Apple,13,North America,Hawaii of USA,summer,Paris,1,4,plane,500000
26,doctor,phone,bulgogi,Apple,11,North America,Hawaii of USA,spring,New York,1,4,plane,500000
26,driver,letter,Masaman Curry,Apple,11,North America,Hawaii of USA,autumn,LA,1,4,plane,500000
26,engineer,email,lasagne,Apple,8,North America,Hawaii of USA,fall,Vancouver,2,4,bicycle,2999089
26,farmer,email,bulgogi,Apple,11,North America,Hawaii of USA,fall,Hong Kong,1,2,plane,500000
26,engineer,phone,Croissant Sandwich,Apple,1,North America,Hawaii of USA,summer,Sydney,2,26,plane,2999087
26,engineer,phone,kimchi,Apple,13,North America,Hawaii of USA,fall,Jeju,2,6,plane,2999531
26,engineer,email,Masaman Curry,Apple,26,North America,Hawaii of USA,spring,LA,1,5,plane,500000
26,auther,letter,bulgogi,Banana,13,North America,Hawaii of USA,spring,Ho Chi Minh,2,3,bicycle,2999532
26,farmer,letter,Croissant Sandwich,Coffee,11,North America,Hawaii of USA,spring,Paris,2,1,bicycle,2999135
26,lawyer,email,satay,Coffee,11,North America,Hawaii of USA,summer,null,4,1,ship,2999141
26,auther,phone,Rice Noodles,Coffee,11,North America,Hawaii of USA,fall,Ho Chi Minh,1,3,bicycle,500000
26,baker,letter,bulgogi,Coffee,11,North America,Hawaii of USA,fall,Hawaii,2,6,plane,2999530
26,bank clerk,phone,lasagne,Coffee,11,North America,Hawaii of USA,fall,LA,1,1,plane,500000
26,dentist,letter,null,Coffee,20,North America,Hawaii of USA,summer,Vancouver,2,2,plane,2999095
26,designer,email,tomyumgoong,Coffee,11,North America,Hawaii of USA,autumn,Jeju,2,2,plane,2999149
26,engineer,email,kimchi,Coffee,11,North America,Hawaii of USA,fall,LA,3,1,bicycle,2999136
26,farmer,letter,ice cream,Coffee,11,North America,Hawaii of USA,fall,LA,3,18,bicycle,2999142
26,engineer,letter,kimchi,Coffee,9,North America,Hawaii of USA,summer,LA,1,2,walking,500000
26,engineer,letter,nasi goreng,Coffee,11,North America,Hawaii of USA,autumn,Hong Kong,1,3,plane,500000
26,engineer,phone,Gelato,Coffee,8,North America,Hawaii of USA,fall,Hawaii,2,1,plane,2999097
26,nurse,letter,bulgogi,Coffee,11,North America,Hawaii of USA,autumn,Tokyo,2,14,plane,2999119
26,engineer,email,kimchi,Coffee,5,North America,Hawaii of USA,spring,Ho Chi Minh,1,5,bicycle,500000
26,auther,phone,lasagne,Grapefruit,7,North America,Hawaii of USA,autumn,null,1,5,plane,500000
26,bank clerk,phone,Gelato,Grapefruit,11,North America,Hawaii of USA,summer,New York,8,1,ship,2999968
26,dentist,letter,Fish and Chips,Grapefruit,11,North America,Hawaii of USA,spring,Sydney,1,2,plane,500000
26,bank clerk,email,nasi goreng,Coffee,11,North America,Hawaii of USA,fall,Tokyo,1,3,plane,500000
26,bank clerk,letter,kimchi,Kiwi,10,North America,Hawaii of USA,spring,Sydney,2,4,plane,2999104
26,dentist,letter,null,Kiwi,3,North America,Hawaii of USA,fall,London,2,1,walking,2999098
26,farmer,letter,Croissant Sandwich,Kiwi,20,North America,Hawaii of USA,fall,null,1,2,plane,500000
26,engineer,letter,ice cream,Kiwi,8,North America,Hawaii of USA,summer,Hawaii,1,2,bicycle,500000
26,nurse,letter,sushi,Kiwi,11,North America,Hawaii of USA,fall,null,1,3,plane,500000
26,auther,letter,Beijing duck,Mango,11,North America,Hawaii of USA,summer,Vancouver,2,5,bicycle,2999148
26,bank clerk,email,Gelato,Mango,30,North America,Hawaii of USA,fall,Hawaii,2,1,bicycle,2999096
26,bank clerk,letter,tomyumgoong,Mango,11,North America,Hawaii of USA,autumn,Hong Kong,1,6,bicycle,500000
26,bank clerk,phone,null,Mango,11,North America,Hawaii of USA,fall,Ho Chi Minh,1,5,walking,500000
26,bank clerk,letter,bulgogi,Mango,8,North America,Hawaii of USA,summer,Ho Chi Minh,3,3,walking,2999106
26,dentist,email,Croissant Sandwich,Mango,5,North America,Hawaii of USA,autumn,Vancouver,2,1,plane,2999099
26,fisherman,email,nasi goreng,Mango,11,North America,Hawaii of USA,fall,Ho Chi Minh,1,3,plane,500000
26,fisherman,email,satay,Mango,11,North America,Hawaii of USA,summer,Tokyo,1,6,bicycle,500000
26,lawyer,letter,satay,Mango,11,North America,Hawaii of USA,fall,Paris,1,2,walking,500000
26,nurse,email,satay,Mango,11,North America,Hawaii of USA,fall,London,2,4,bicycle,2999147
26,auther,email,nasi goreng,Orange,11,North America,Hawaii of USA,spring,Hawaii,1,1,plane,500000
26,baker,letter,satay,Orange,8,North America,Hawaii of USA,summer,New York,1,6,bicycle,500000
26,bank clerk,letter,kimchi,Orange,11,North America,Hawaii of USA,summer,London,2,5,walking,2999529
26,engineer,phone,Gelato,Orange,6,North America,Hawaii of USA,summer,Ho Chi Minh,1,4,bicycle,500000
